Position,Job URL,Job ID,Job Title,Company URL,Company ID,Company Logo,Company Name,Location,Work Type,Posted Date,Response Time
52,https://www.linkedin.com/jobs/view/4071555831/,4071555831,Data Analyst H/F,https://www.linkedin.com/company/akkodis/,79383535,https://media.licdn.com/dms/image/v2/C4E0BAQFolAFb8XYDGA/company-logo_400_400/company-logo_400_400/0/1647603243944/akkodis_logo?e=1740614400&v=beta&t=ytn2ZsOgcOe3bDHt-qlB_We9CG6nui7lZsLFwc5tXdE,Akkodis,Greater Bordeaux Metropolitan Area,Hybrid,07/11/2024,1 connection works here
53,https://www.linkedin.com/jobs/view/4072427995/,4072427995,Stage - Chef de projet Data Analyst SFE (F/H),https://www.linkedin.com/company/biogaran/,26742449,https://media.licdn.com/dms/image/v2/D4E0BAQEJkGfhwxHnfA/company-logo_400_400/company-logo_400_400/0/1721033845972/biogaran_logo?e=1740614400&v=beta&t=x3RpbfDhkniHAHcKvIQ3FsQc5FUHoJFjwWkSOU4OUrs,BIOGARAN,"Colombes, Île-de-France, France",Hybrid,12/11/2024,1 school alum works here
54,https://www.linkedin.com/jobs/view/4078306532/,4078306532,Data Analyst,https://www.linkedin.com/company/my-traffic/,13224055,https://media.licdn.com/dms/image/v2/D4E0BAQEulB2SHvsiZg/company-logo_400_400/company-logo_400_400/0/1718268771816/my_traffic_logo?e=1740614400&v=beta&t=ZMGhUAAl25L5QBRueZkSkkYvFvRwGEnqmPNdN5EqujQ,MyTraffic,"Paris, Île-de-France, France",Hybrid,19/11/2024,
55,https://www.linkedin.com/jobs/view/4084817108/,4084817108,Senior Product Data Analyst - Identity Verification,https://www.linkedin.com/company/checkout/,3110635,https://media.licdn.com/dms/image/v2/D4E0BAQGdlxyNVZn0gg/company-logo_400_400/company-logo_400_400/0/1697618421697/checkout_logo?e=1740614400&v=beta&t=BmQWC2rVmz5C25Xf_nCTvQ0a_GzJlmiKS-9m4Gwr3XY,Checkout.com,"Paris, Île-de-France, France",Hybrid,25/11/2024,
56,https://www.linkedin.com/jobs/view/4067429301/,4067429301,Senior Data Analyst,https://www.linkedin.com/company/bsportio/,11177157,https://media.licdn.com/dms/image/v2/D4E0BAQFhJ0P2wJ4GZw/company-logo_400_400/company-logo_400_400/0/1732024524275/bsportio_logo?e=1740614400&v=beta&t=gxWue2f9uBsMAgPbmPBvqAXS39WfEJ3yUbookgryAHY,bsport,"Paris, Île-de-France, France",Hybrid,11/11/2024,1 school alum works here
57,https://www.linkedin.com/jobs/view/4080186340/,4080186340,Data Analyste H/F,https://www.linkedin.com/company/sii/,7041,https://media.licdn.com/dms/image/v2/C4E0BAQGQikS9Fd-3Kw/company-logo_400_400/company-logo_400_400/0/1631320379623?e=1740614400&v=beta&t=DxNgvuLc4lzRoNczfdZh9Q83NZHz-M9stsMonTyQiJY,Groupe SII,"Le Mans, Pays de la Loire, France",Hybrid,22/11/2024,3 connections work here
58,https://www.linkedin.com/jobs/view/4026261416/,4026261416,Consultant PowerBI | CDI | H/F,https://www.linkedin.com/company/eulidia/,1200488,https://media.licdn.com/dms/image/v2/D4E0BAQEJGPVRVIrx_A/company-logo_400_400/company-logo_400_400/0/1680278326433/eulidia_logo?e=1740614400&v=beta&t=6Of_GPaCv8m2p1aLlAREKNZSNdBvF1Z1vCQfrhop0eI,Eulidia,Greater Paris Metropolitan Region,Hybrid,13/11/2024,
59,https://www.linkedin.com/jobs/view/4081101997/,4081101997,DATA ANALYST SENIOR H/F - NICE (06),https://www.linkedin.com/company/caisse-d-epargne-cote-d-azur/,3107203,https://media.licdn.com/dms/image/v2/D4E0BAQGWUGCQdRdpDg/company-logo_400_400/company-logo_400_400/0/1730708650573/caisse_d_epargne_cote_d_azur_logo?e=1740614400&v=beta&t=17z58Dyj_zhHM4Fuzz6NGywFPf-gser_t2atRvSWvGc,CAISSE D'EPARGNE COTE D'AZUR,"Nice, Provence-Alpes-Côte d'Azur, France",Hybrid,22/11/2024,
60,https://www.linkedin.com/jobs/view/4079321477/,4079321477,Data analyste | PwC Montpellier | CDI | H/F,https://www.linkedin.com/company/pwc-france/,3230748,https://media.licdn.com/dms/image/v2/D4E0BAQGTzzm8snkfQQ/company-logo_400_400/company-logo_400_400/0/1720002580657/pwc_france_logo?e=1740614400&v=beta&t=_cP2qLnPW-iGbLzNkb5uKwxhwThBmBq7FNefdLzCPP0,PwC France,"Montpellier, Occitanie, France",Hybrid,18/11/2024,2 school alumni work here
61,https://www.linkedin.com/jobs/view/3964243703/,3964243703,Consultant Data - Expert PowerBI,https://www.linkedin.com/company/dataworks-io/,77873522,https://media.licdn.com/dms/image/v2/C4E0BAQHnNW3-X1eDCQ/company-logo_400_400/company-logo_400_400/0/1672740355725/dataworks_io_logo?e=1740614400&v=beta&t=L6FxqB5Na27pszte_Z32YUEJb06GnLYpwLM4PIi0oZg,Dataworks,"Paris, Île-de-France, France",Hybrid,26/11/2024,Response time is typically 4 days
62,https://www.linkedin.com/jobs/view/4068189708/,4068189708,Product Data Analyst,,5353630,https://media.licdn.com/dms/image/v2/D4E0BAQFoMhQ5tM4TLA/company-logo_400_400/company-logo_400_400/0/1693903701647/voodooio_logo?e=1740614400&v=beta&t=yBxWJ0uRSKoYpphW-li74MixXWtgLVJcOLKIqD2ESVk,Voodoo,"Paris, Île-de-France, France",Hybrid,25/11/2024,
63,https://www.linkedin.com/jobs/view/4070705632/,4070705632,Portfolio analytics and forecasts actuary,https://www.linkedin.com/company/avec-alan/,10424439,https://media.licdn.com/dms/image/v2/D4D0BAQHC5r2QBWDy8w/company-logo_400_400/company-logo_400_400/0/1667470432110/avec_alan_logo?e=1740614400&v=beta&t=5le6B3-qiHy4oRIy_6rVQzs8BeFj_XCLw1F8MupNYEM,Alan,Greater Bordeaux Metropolitan Area,Hybrid,26/11/2024,1 school alum works here
64,https://www.linkedin.com/jobs/view/3990862789/,3990862789,Data Analyst (F/H),https://www.linkedin.com/company/bpce-solutions-informatiques/,79482948,https://media.licdn.com/dms/image/v2/D4E0BAQFgBW0lBb9BAw/company-logo_400_400/company-logo_400_400/0/1718386875950/bpce_solutions_informatiques_logo?e=1740614400&v=beta&t=BZxNVmikuGxfPQ4RpHp11t5DUSPZ0yzp_Qbn3ADBjXo,BPCE Solutions informatiques,"Paris, Île-de-France, France",Hybrid,18/11/2024,3 connections work here
65,https://www.linkedin.com/jobs/view/4070710088/,4070710088,Portfolio analytics and forecasts actuary,https://www.linkedin.com/company/avec-alan/,10424439,https://media.licdn.com/dms/image/v2/D4D0BAQHC5r2QBWDy8w/company-logo_400_400/company-logo_400_400/0/1667470432110/avec_alan_logo?e=1740614400&v=beta&t=5le6B3-qiHy4oRIy_6rVQzs8BeFj_XCLw1F8MupNYEM,Alan,"Strasbourg, Grand Est, France",Hybrid,25/11/2024,1 school alum works here
66,https://www.linkedin.com/jobs/view/4076229668/,4076229668,Principal Consultant - Commercial Analytics,https://www.linkedin.com/company/veeva-systems/,402048,https://media.licdn.com/dms/image/v2/C4E0BAQHW29Wyz9Q11w/company-logo_400_400/company-logo_400_400/0/1631340331617?e=1740614400&v=beta&t=yA6D5kcPVb9re9H_sLu1_KUMjeghTkiYBlXR5LBcFYE,Veeva Systems,France,Remote,16/11/2024,
67,https://www.linkedin.com/jobs/view/4082121824/,4082121824,Data Analyst,https://www.linkedin.com/company/happydemics/,5100489,https://media.licdn.com/dms/image/v2/D4D0BAQFqHzzW6zttdQ/company-logo_400_400/company-logo_400_400/0/1719327470953/happydemics_logo?e=1740614400&v=beta&t=1-bQ62D0rOoiS10ru-CBYTUApbICI4IXDNUeFyXTCKk,Happydemics,"Paris, Île-de-France, France",Hybrid,25/11/2024,
68,https://www.linkedin.com/jobs/view/4056859806/,4056859806,Consultant Data & IA H/F,https://www.linkedin.com/company/open-2/,772519,https://media.licdn.com/dms/image/v2/D4E0BAQEvAtrQckop7g/company-logo_400_400/company-logo_400_400/0/1730818937865/open_2_logo?e=1740614400&v=beta&t=nra0KGW0a4xmPeBVFqUvAPixSG_dSX1zk910Qz_e6V8,OPEN,"Levallois-Perret, Île-de-France, France",Hybrid,14/11/2024,Applicant review time is typically 1-2 weeks
69,https://www.linkedin.com/jobs/view/4074944331/,4074944331,Business Analyst Data,https://www.linkedin.com/company/alithya/,5726,https://media.licdn.com/dms/image/v2/D4E0BAQGmY2mg8AEYpA/company-logo_400_400/company-logo_400_400/0/1684849763550/alithya_logo?e=1740614400&v=beta&t=DtMRkyEXzyDdR7jGb-DKjGtu2EsJ0aWLYw2IKqXvR-k,Alithya,"Sophia Antipolis, Provence-Alpes-Côte d'Azur, France",Hybrid,14/11/2024,
70,https://www.linkedin.com/jobs/view/3971451404/,3971451404,"Data Analyst (H/F) - Lille, Nantes",https://www.linkedin.com/company/bpce-solutions-informatiques/,79482948,https://media.licdn.com/dms/image/v2/D4E0BAQFgBW0lBb9BAw/company-logo_400_400/company-logo_400_400/0/1718386875950/bpce_solutions_informatiques_logo?e=1740614400&v=beta&t=BZxNVmikuGxfPQ4RpHp11t5DUSPZ0yzp_Qbn3ADBjXo,BPCE Solutions informatiques,"Villeneuve-d’Ascq, Hauts-de-France, France",Hybrid,16/11/2024,3 connections work here
71,https://www.linkedin.com/jobs/view/4082662754/,4082662754,Data Analyst Senior - Python (H/F),https://www.linkedin.com/company/open-2/,772519,https://media.licdn.com/dms/image/v2/D4E0BAQEvAtrQckop7g/company-logo_400_400/company-logo_400_400/0/1730818937865/open_2_logo?e=1740614400&v=beta&t=nra0KGW0a4xmPeBVFqUvAPixSG_dSX1zk910Qz_e6V8,OPEN,"Villeurbanne, Auvergne-Rhône-Alpes, France",Hybrid,25/11/2024,4 school alumni work here
72,https://www.linkedin.com/jobs/view/4041986616/,4041986616,Data Analyst,https://www.linkedin.com/company/holis-co/,81703878,https://media.licdn.com/dms/image/v2/D4E0BAQH-MyEUNaXA4w/company-logo_400_400/company-logo_400_400/0/1698662663554/holis_co_logo?e=1740614400&v=beta&t=Fb29hWWAaE2DWnYPPhGi7mYhS_BZ2XIiKvi12GqkSqI,Holis.co,"Paris, Île-de-France, France",Hybrid,05/11/2024,
73,https://www.linkedin.com/jobs/view/4022940509/,4022940509,Consultant Tableau - Data Analyst,https://www.linkedin.com/company/actinvision/,5088865,https://media.licdn.com/dms/image/v2/C4E0BAQFndunwdnNAaw/company-logo_400_400/company-logo_400_400/0/1656673731256/actinvision_logo?e=1740614400&v=beta&t=nC_QEu_HZrcwjzC-2krsAJOipVl0WGYS5fqCuNzcxL8,Actinvision,Greater Paris Metropolitan Region,Hybrid,26/11/2024,Response time is typically 1 week
74,https://www.linkedin.com/jobs/view/4083360349/,4083360349,Senior Data Analyst,https://www.linkedin.com/company/pixie-services/,1335567,https://media.licdn.com/dms/image/v2/C4E0BAQFEh6B4kRLTnA/company-logo_400_400/company-logo_400_400/0/1630636953879/pixie_services_logo?e=1740614400&v=beta&t=96aWrFPyCfHhlP81cenZ5imT-vh7hnkfgTgK4JIWHrE,PIXIE,"Lille, Hauts-de-France, France",Hybrid,26/11/2024,
75,https://www.linkedin.com/jobs/view/4085378138/,4085378138,Stage - Data Analyst Power BI H/F,https://www.linkedin.com/company/thales/,1951,https://media.licdn.com/dms/image/v2/C4D0BAQEmnUAXTuLkJQ/company-logo_400_400/company-logo_400_400/0/1631366051478/thales_logo?e=1740614400&v=beta&t=sSex6YqCmU0t3-y-UNO1GiZ000FismeGpDPKiSRxu0k,Thales,"Bordeaux, Nouvelle-Aquitaine, France",Hybrid,25/11/2024,1 company alum works here
76,https://www.linkedin.com/jobs/view/4078631142/,4078631142,Social Insights Analyst,https://www.linkedin.com/company/meltwater/,13277,https://media.licdn.com/dms/image/v2/D560BAQHA0c4TvRwk7g/company-logo_400_400/company-logo_400_400/0/1688408972033/meltwater_logo?e=1740614400&v=beta&t=Tt2I6KFWVL4YluGWNhnvfrKh8XIT0Omlq6Q2nt7Qb6o,Meltwater,"Paris, Île-de-France, France",Hybrid,20/11/2024,
77,https://www.linkedin.com/jobs/view/4067395143/,4067395143,Lead Data Analytics,https://www.linkedin.com/company/opus-recruitment-solutions/,295449,https://media.licdn.com/dms/image/v2/C560BAQHM_oqVxH6cXA/company-logo_400_400/company-logo_400_400/0/1631349932311?e=1740614400&v=beta&t=qCFMUeRcTbEk5GDr9JX0fDMuq6-yYYH0awezCYCEbBs,Opus Recruitment Solutions,"Paris, Île-de-France, France",Hybrid,07/11/2024,Applicant review time is typically 6 days
78,https://www.linkedin.com/jobs/view/4053740631/,4053740631,Data Analyst – Personal Finance - H/F,https://www.linkedin.com/company/bnp-paribas-personal-finance/,281207,https://media.licdn.com/dms/image/v2/C560BAQGeOv_rurCPkQ/company-logo_400_400/company-logo_400_400/0/1630596992239/bnp_paribas_personal_finance_logo?e=1740614400&v=beta&t=ewYVAAJvPKj6D65kpTPnqWGZQ2BDsOMlm7_LUiESDrQ,BNP Paribas Personal Finance,"Mérignac, Nouvelle-Aquitaine, France",Hybrid,11/11/2024,
79,https://www.linkedin.com/jobs/view/3995299049/,3995299049,Sports Data Analyst H/F,https://www.linkedin.com/company/betclicgroup/,498995,https://media.licdn.com/dms/image/v2/D4D0BAQG2k178CcGo8w/company-logo_400_400/company-logo_400_400/0/1732006364478/betclicgroup_logo?e=1740614400&v=beta&t=FP6R83OUryVybN2IrGG6xIf-LoifJn2bncO9GeOiepc,Betclic Group,"Bordeaux, Nouvelle-Aquitaine, France",Hybrid,25/11/2024,1 connection works here
80,https://www.linkedin.com/jobs/view/4065985688/,4065985688,Data manager ou consultant (e) data analyst F/H,https://www.linkedin.com/company/ogilvyparis/,11122170,https://media.licdn.com/dms/image/v2/D4E0BAQHY8Hu3If_huA/company-logo_400_400/company-logo_400_400/0/1719823998162/ogilvyparis_logo?e=1740614400&v=beta&t=eXaSFfr5kKeryV4YZCfJXZ1wUzsh3gitkBsE57xFZgg,Ogilvy Paris,"Levallois-Perret, Île-de-France, France",Hybrid,06/11/2024,
81,https://www.linkedin.com/jobs/view/4082412697/,4082412697,Data Analyst PMO - Lyon,https://www.linkedin.com/company/capgemini-engineering/,72092703,https://media.licdn.com/dms/image/v2/C4E0BAQGf5YDRAgF5ow/company-logo_400_400/company-logo_400_400/0/1675696304669/capgemini_engineering_logo?e=1740614400&v=beta&t=9FEL9n0Hl47eVavHjhghss8tvbBVnuoPbKBFDR_XSGI,Capgemini Engineering,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,24/11/2024,3 connections work here
82,https://www.linkedin.com/jobs/view/4078013372/,4078013372,Senior Biostatistician I,https://www.linkedin.com/company/icon-strategic-solutions/,86001745,https://media.licdn.com/dms/image/v2/C4E0BAQEWkaBZs_NJuQ/company-logo_400_400/company-logo_400_400/0/1652261983264?e=1740614400&v=beta&t=bnoH6rqgLI7beh89OnCrv41PQFSXhd2XgCJhQXUKFHc,ICON Strategic Solutions,France,Remote,19/11/2024,
83,https://www.linkedin.com/jobs/view/4069727429/,4069727429,Data Analyst (H/F),https://www.linkedin.com/company/beelix/,10957515,https://media.licdn.com/dms/image/v2/D4E0BAQF9ImLogCbnFA/company-logo_400_400/company-logo_400_400/0/1730390922127/beelix_logo?e=1740614400&v=beta&t=X2MJM-UKRz0CxQ6IVqYXLoP6816Gh_DLnJl2T18myo8,Beelix,Greater Lille Metropolitan Area,Hybrid,08/11/2024,Response time is typically 1-2 weeks
84,https://www.linkedin.com/jobs/view/4067424006/,4067424006,Consultant BI H/F,https://www.linkedin.com/company/atos/,1259,https://media.licdn.com/dms/image/v2/D4D0BAQEYl-E6odacMA/company-logo_400_400/company-logo_400_400/0/1688547764067/atos_logo?e=1740614400&v=beta&t=s9endmHIX0_w36Llr8zI1dQRqTv2yrP9fbpedpBxAM4,Atos,"Aix-en-Provence, Provence-Alpes-Côte d'Azur, France",Hybrid,22/11/2024,3 connections work here
85,https://www.linkedin.com/jobs/view/4018174401/,4018174401,STAGE - DATA ANALYST F/H,https://www.linkedin.com/company/cdiscount/,38727,https://media.licdn.com/dms/image/v2/D4D0BAQGaTvwTr6qDlg/company-logo_400_400/company-logo_400_400/0/1720201028148/cdiscount_logo?e=1740614400&v=beta&t=lN2osKGPlrfu6zylTwP6HZC3ND9EJD8j6wQgX66ahho,Cdiscount,"Bordeaux, Nouvelle-Aquitaine, France",Hybrid,10/11/2024,3 connections work here
86,https://www.linkedin.com/jobs/view/4070707448/,4070707448,Portfolio analytics and forecasts actuary,https://www.linkedin.com/company/avec-alan/,10424439,https://media.licdn.com/dms/image/v2/D4D0BAQHC5r2QBWDy8w/company-logo_400_400/company-logo_400_400/0/1667470432110/avec_alan_logo?e=1740614400&v=beta&t=5le6B3-qiHy4oRIy_6rVQzs8BeFj_XCLw1F8MupNYEM,Alan,"Annecy, Auvergne-Rhône-Alpes, France",Hybrid,25/11/2024,1 school alum works here
87,https://www.linkedin.com/jobs/view/4071601548/,4071601548,Senior data analyst | Deals (M&A) | Lyon | CDI | H/F,https://www.linkedin.com/company/pwc-france/,3230748,https://media.licdn.com/dms/image/v2/D4E0BAQGTzzm8snkfQQ/company-logo_400_400/company-logo_400_400/0/1720002580657/pwc_france_logo?e=1740614400&v=beta&t=_cP2qLnPW-iGbLzNkb5uKwxhwThBmBq7FNefdLzCPP0,PwC France,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,07/11/2024,2 school alumni work here
88,https://www.linkedin.com/jobs/view/4057829412/,4057829412,Digital Data Analyst,https://www.linkedin.com/company/therabody/,7944399,https://media.licdn.com/dms/image/v2/D560BAQFp1TGDqngMiQ/company-logo_400_400/company-logo_400_400/0/1727901947094/therabody_logo?e=1740614400&v=beta&t=yH0Yq1HLLL_4YgpPCV9Zp3SyfwNR8lZvXn0Jtzzh4B4,Therabody,France,Remote,14/11/2024,
89,https://www.linkedin.com/jobs/view/3951435045/,3951435045,Intern - Supply Chain Data Analyst,https://www.linkedin.com/company/euroapi/,77610961,https://media.licdn.com/dms/image/v2/C4E0BAQGXA2yRMLtWXA/company-logo_400_400/company-logo_400_400/0/1645796074396/euroapi_logo?e=1740614400&v=beta&t=eETRq_CSi_AL351WdCvmQIojwNN97d4FE2Fqmk132xI,EUROAPI,"Paris, Île-de-France, France",Hybrid,19/11/2024,
90,https://www.linkedin.com/jobs/view/4079755622/,4079755622,Data analyst F/H - CDI - Boulogne-Billancourt,https://www.linkedin.com/company/catalina-marketing-france/,2711324,https://media.licdn.com/dms/image/v2/C4D0BAQH-BEVExgVF7w/company-logo_400_400/company-logo_400_400/0/1644942835729/catalina_marketing_france_logo?e=1740614400&v=beta&t=GEAs6eHz6Z0PcYi085eWzx01L_Hwh3mXgJr99_skBdk,Catalina Marketing France,"Boulogne-Billancourt, Île-de-France, France",Hybrid,21/11/2024,1 school alum works here
91,https://www.linkedin.com/jobs/view/4080567793/,4080567793,Consultant Power BI,https://www.linkedin.com/company/whize-france/,77756114,https://media.licdn.com/dms/image/v2/C4E0BAQHzgEPAgCj3_Q/company-logo_400_400/company-logo_400_400/0/1647448724028/whize_france_logo?e=1740614400&v=beta&t=-WVPEyH1SehnXKFSrVZKlatFFz65y3WhRCQ0-h6EQPU,WHIZE,"Neuilly-sur-Seine, Île-de-France, France",Hybrid,22/11/2024,
92,https://www.linkedin.com/jobs/view/4064824887/,4064824887,Consultant(e) Data Analyst Confirmé(e) - CDI - Paris,https://www.linkedin.com/company/iodagroup/,940756,https://media.licdn.com/dms/image/v2/C4E0BAQG_9NDyT_vaRA/company-logo_400_400/company-logo_400_400/0/1641567727223/ineox_logo?e=1740614400&v=beta&t=7CiWY8b119Z_kvpmQsATfHdpTW9pEXMS4xMRdnAHJHQ,IODA Group,Greater Paris Metropolitan Region,Hybrid,04/11/2024,Applicant review time is typically 1 week
93,https://www.linkedin.com/jobs/view/4055976212/,4055976212,DATA ANALYST (H/F),https://www.linkedin.com/company/ayming/,14903,https://media.licdn.com/dms/image/v2/C4D0BAQG1-BtwASRRew/company-logo_400_400/company-logo_400_400/0/1647963364293/ayming_logo?e=1740614400&v=beta&t=9FqpKaEc2bUtjo3Oz3TGRJJ59aSZzLRpEKFcPIHtjy8,Ayming,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,14/11/2024,2 school alumni work here
94,https://www.linkedin.com/jobs/view/4054962987/,4054962987,Data Analyst,https://www.linkedin.com/company/apside/,162488,https://media.licdn.com/dms/image/v2/C4D0BAQH4GI5kIYqb_w/company-logo_400_400/company-logo_400_400/0/1635347233547/apside_logo?e=1740614400&v=beta&t=SPJDb0A-f8NVogtMHp4POQWO3l-gZcI8KtEBrYWJcvw,Apside,Greater Nice Metropolitan Area,Hybrid,20/11/2024,3 connections work here
95,https://www.linkedin.com/jobs/view/4070705623/,4070705623,Portfolio analytics and forecasts actuary,https://www.linkedin.com/company/avec-alan/,10424439,https://media.licdn.com/dms/image/v2/D4D0BAQHC5r2QBWDy8w/company-logo_400_400/company-logo_400_400/0/1667470432110/avec_alan_logo?e=1740614400&v=beta&t=5le6B3-qiHy4oRIy_6rVQzs8BeFj_XCLw1F8MupNYEM,Alan,Greater Lyon Area,Hybrid,25/11/2024,1 school alum works here
96,https://www.linkedin.com/jobs/view/4084238883/,4084238883,Data Analyst Senior (H/F),https://www.linkedin.com/company/extia/,1691068,https://media.licdn.com/dms/image/v2/D560BAQFcwg6XJ5r3Eg/company-logo_400_400/company-logo_400_400/0/1667403446853/extia_logo?e=1740614400&v=beta&t=94MaQbPrdQ6T9iI3lRXh3WwI_g6Vp_NORzveQoy8B3U,Extia,"Lille, Hauts-de-France, France",Hybrid,26/11/2024,1 connection works here
97,https://www.linkedin.com/jobs/view/4055959246/,4055959246,STAGE - Data Analyst - F/H,https://www.linkedin.com/company/thales/,1951,https://media.licdn.com/dms/image/v2/C4D0BAQEmnUAXTuLkJQ/company-logo_400_400/company-logo_400_400/0/1631366051478/thales_logo?e=1740614400&v=beta&t=sSex6YqCmU0t3-y-UNO1GiZ000FismeGpDPKiSRxu0k,Thales,"Rouen, Normandy, France",Hybrid,14/11/2024,1 company alum works here
98,https://www.linkedin.com/jobs/view/4084839284/,4084839284,STAGE – Ethics & Compliance Data Analyst – Janvier 2025 – (H/F),https://www.linkedin.com/company/danone/,2238,https://media.licdn.com/dms/image/v2/D4E0BAQHsN7SvwFC79A/company-logo_400_400/company-logo_400_400/0/1695830358102/danone_logo?e=1740614400&v=beta&t=rGI92JLTtZlFNbgkTMG_1GNXLp3oEc_UoyJj_YIhXhY,Danone,"Rueil-Malmaison, Île-de-France, France",Hybrid,25/11/2024,
99,https://www.linkedin.com/jobs/view/4080233614/,4080233614,Data analyst e-commerce H/F,https://www.linkedin.com/company/thom-europe/,4505662,https://media.licdn.com/dms/image/v2/C4E0BAQGCD_CLy6046Q/company-logo_400_400/company-logo_400_400/0/1669039618786/thom_europe_logo?e=1740614400&v=beta&t=6tSf3-hdQ1qQjWHVGv7zezQphX_JftppvJGGsu6Et04,Histoire d'Or,"Paris, Île-de-France, France",Hybrid,19/11/2024,
100,https://www.linkedin.com/jobs/view/4074567416/,4074567416,Senior Competitive Intelligence Analyst (Relocation to Tallinn),https://www.linkedin.com/company/bolt-eu/,35626123,https://media.licdn.com/dms/image/v2/D4D0BAQF6uXvvvfP29A/company-logo_400_400/company-logo_400_400/0/1725347953904/bolt_eu_logo?e=1740614400&v=beta&t=Ciur5OUn3soCAcckMAE1Bx0Nv2-P3VymuR4Bk8R2GUg,Bolt,"Paris, Île-de-France, France",Hybrid,14/11/2024,
101,https://www.linkedin.com/jobs/view/4073614992/,4073614992,Senior Data Analyst - Payment Success,https://www.linkedin.com/company/checkout/,3110635,https://media.licdn.com/dms/image/v2/D4E0BAQGdlxyNVZn0gg/company-logo_400_400/company-logo_400_400/0/1697618421697/checkout_logo?e=1740614400&v=beta&t=BmQWC2rVmz5C25Xf_nCTvQ0a_GzJlmiKS-9m4Gwr3XY,Checkout.com,"Paris, Île-de-France, France",Hybrid,13/11/2024,
102,https://www.linkedin.com/jobs/view/4078817850/,4078817850,Business Analyst Data (H/F),https://www.linkedin.com/company/beelix/,10957515,https://media.licdn.com/dms/image/v2/D4E0BAQF9ImLogCbnFA/company-logo_400_400/company-logo_400_400/0/1730390922127/beelix_logo?e=1740614400&v=beta&t=X2MJM-UKRz0CxQ6IVqYXLoP6816Gh_DLnJl2T18myo8,Beelix,"Île-de-France, France",Hybrid,20/11/2024,Response time is typically 1-2 weeks
103,https://www.linkedin.com/jobs/view/4085637841/,4085637841,Data Analyst,https://www.linkedin.com/company/getaround/,1226373,https://media.licdn.com/dms/image/v2/D4E0BAQHlIqpADlGCTg/company-logo_400_400/company-logo_400_400/0/1689087568391/getaround_logo?e=1740614400&v=beta&t=04GkKHt_qDdpPcNK3fko-rkapqL_7ze40PldkizEEl8,Getaround,"Paris, Île-de-France, France",Hybrid,26/11/2024,
104,https://www.linkedin.com/jobs/view/4081106217/,4081106217,Stage - 6 mois - Data Analyst F/H,https://www.linkedin.com/company/natixis-corporate-investment-banking/,79376776,https://media.licdn.com/dms/image/v2/D4E0BAQGKfadjVxGF-Q/company-logo_400_400/company-logo_400_400/0/1718875513847/natixis_corporate_investment_banking_logo?e=1740614400&v=beta&t=48jrFHUCT_lpPecA9Gh1yb5QUoTGRH7GL_LkdEfLR-c,Natixis Corporate & Investment Banking,"Charenton-le-Pont, Île-de-France, France",Hybrid,22/11/2024,1 connection works here
105,https://www.linkedin.com/jobs/view/4071761089/,4071761089,Manufacturing Data Scientist / Analyst,https://www.linkedin.com/company/renaultgroup/,2431,https://media.licdn.com/dms/image/v2/C4E0BAQF080vspTnXFA/company-logo_400_400/company-logo_400_400/0/1630640203117/renault_logo?e=1740614400&v=beta&t=FWyLOqGF263yiTqSVZFtR_HatM1iwA8J6OW2UvUWv9g,Renault Group,"Guyancourt, Île-de-France, France",Hybrid,11/11/2024,1 school alum works here
106,https://www.linkedin.com/jobs/view/4071758565/,4071758565,Contrôleur de gestion / data analyst (h/f) CDD,https://www.linkedin.com/company/banque-palatine/,162642,https://media.licdn.com/dms/image/v2/C4D0BAQEwqZfOmO1WwA/company-logo_400_400/company-logo_400_400/0/1630527690531/banque_palatine_logo?e=1740614400&v=beta&t=RpwD17L7GdPS3g8muMJrPkGkItYvr9TmoKHk-HTwzgA,Banque Palatine,"Paris, Île-de-France, France",Hybrid,11/11/2024,
107,https://www.linkedin.com/jobs/view/4034189908/,4034189908,Consultant Stagiaire Data Analytics H/F,https://www.linkedin.com/company/mc2i/,601343,https://media.licdn.com/dms/image/v2/D4E0BAQGp0LwvscHB1w/company-logo_400_400/company-logo_400_400/0/1707998445286/mc2i_logo?e=1740614400&v=beta&t=m0bN6ZEVeSEd63JbvGfH_d1Rxv-W0nedkMk04V4Q2yQ,mc2i,"Paris, Île-de-France, France",Hybrid,08/11/2024,1 connection works here
108,https://www.linkedin.com/jobs/view/3951504789/,3951504789,Data Analyst F/H,https://www.linkedin.com/company/visiativ/,367692,https://media.licdn.com/dms/image/v2/C560BAQHrNkr1iX4qJg/company-logo_400_400/company-logo_400_400/0/1647968701697/visiativ_logo?e=1740614400&v=beta&t=v7E10kh48VXhS302UzsoD7mZvC4ppthYooD6x01Vm9E,Visiativ,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,15/11/2024,2 school alumni work here
109,https://www.linkedin.com/jobs/view/4082167390/,4082167390,CDI - Data Analyst Senior - H/F,https://www.linkedin.com/company/mediaperformances/,118106,https://media.licdn.com/dms/image/v2/C4D0BAQHJBYev5sZPOA/company-logo_400_400/company-logo_400_400/0/1630571941143/mediaperformances_118106_logo?e=1740614400&v=beta&t=v_jhqGJ--NHtV64FEHh-nUlm3vGJWO8LHlEzhRMp5tM,Mediaperformances,"Courbevoie, Île-de-France, France",Hybrid,25/11/2024,
