Position,Job URL,Job ID,Job Title,Company URL,Company ID,Company Logo,Company Name,Location,Work Type,Posted Date,Response Time
169,https://www.linkedin.com/jobs/view/4072116128/,4072116128,Data Analyst – Data Intégration F/H,https://www.linkedin.com/company/bee2link/,10326521,https://media.licdn.com/dms/image/v2/D560BAQGZw1BoikDoBQ/company-logo_400_400/company-logo_400_400/0/1719413485427/bee2link_logo?e=1740614400&v=beta&t=661avmVKq9c0Zt9agh_aelxlriM_eOumEr0BCM5bOi0,bee2link group,"Challes-les-Eaux, Auvergne-Rhône-Alpes, France",Hybrid,08/11/2024,
170,https://www.linkedin.com/jobs/view/4080202116/,4080202116,BUSINESS ANALYST DATA F/H,https://www.linkedin.com/company/lobellia-conseil/,2555460,https://media.licdn.com/dms/image/v2/C560BAQHx-Vv6SOTTtQ/company-logo_400_400/company-logo_400_400/0/1630632318515/lobellia_conseil_logo?e=1740614400&v=beta&t=ShI32OjAfDCqclBIs_cnvPqcWMyD65YC297rGSu068w,Lobellia Conseil,"Montrouge, Île-de-France, France",Hybrid,19/11/2024,
171,https://www.linkedin.com/jobs/view/4072202233/,4072202233,Data Analyst H/F,https://www.linkedin.com/company/dougs-compta/,6583400,https://media.licdn.com/dms/image/v2/C4E0BAQFxJQzX7byQ7A/company-logo_400_400/company-logo_400_400/0/1673003953860/dougs_compta_logo?e=1740614400&v=beta&t=P-A2htPsc69TOBA2Ahf4jpIXls6cHlIr3J3LiBS0LtU,Dougs Compta,"Bron, Auvergne-Rhône-Alpes, France",Hybrid,08/11/2024,2 school alumni work here
172,https://www.linkedin.com/jobs/view/4084803284/,4084803284,Data analyst H/F,https://www.linkedin.com/company/kicklox/,9485372,https://media.licdn.com/dms/image/v2/C4D0BAQH1M6OIj1J2-g/company-logo_400_400/company-logo_400_400/0/1630510810667/makake_logo?e=1740614400&v=beta&t=4HsFPiIxQs_1podvoelcVdTFuQmAxHGzWKJKP6D7NCo,Kicklox - Plateforme de matching entre talents tech & porteurs de projets,"Paris, Île-de-France, France",Hybrid,25/11/2024,1 school alum works here
173,https://www.linkedin.com/jobs/view/4081431180/,4081431180,AUSY: Data Analyst,https://www.linkedin.com/company/join-com/,11333481,https://media.licdn.com/dms/image/v2/C4D0BAQHigW_IbFLSBA/company-logo_400_400/company-logo_400_400/0/1630579641743/join_com_logo?e=1740614400&v=beta&t=m3yebDNfOUoGhxco1IA28suMA_DvPTO8PLXOBZUCFQY,join.com,"Wasquehal, Hauts-de-France, France",Hybrid,20/11/2024,
174,https://www.linkedin.com/jobs/view/4087221059/,4087221059,Data Analyst - Intern (Remote Internship - Data Analysis),https://www.linkedin.com/company/kreativstorm/,93086890,https://media.licdn.com/dms/image/v2/D560BAQFMNl9QNxOCIw/company-logo_400_400/company-logo_400_400/0/1680386034454/kreativstorm_logo?e=1740614400&v=beta&t=i7QbxiZqkzs4GpvaRbiI3IyQI6n3eO0c01p9N8_x8b8,Kreativstorm,"Lassay-sur-Croisne, Centre-Val de Loire, France",Remote,25/11/2024,
175,https://www.linkedin.com/jobs/view/4054877297/,4054877297,Data Analyst - Start-up Fintech - Paris (H/F),https://www.linkedin.com/company/kicklox/,9485372,https://media.licdn.com/dms/image/v2/C4D0BAQH1M6OIj1J2-g/company-logo_400_400/company-logo_400_400/0/1630510810667/makake_logo?e=1740614400&v=beta&t=4HsFPiIxQs_1podvoelcVdTFuQmAxHGzWKJKP6D7NCo,Kicklox - Plateforme de matching entre talents tech & porteurs de projets,"Paris, Île-de-France, France",Hybrid,09/11/2024,1 school alum works here
176,https://www.linkedin.com/jobs/view/4085827066/,4085827066,Data Analyste H/F,https://www.linkedin.com/company/bk-consulting/,907318,https://media.licdn.com/dms/image/v2/C4D0BAQFm5sByW89XEA/company-logo_400_400/company-logo_400_400/0/1648568805724/bk_consulting_logo?e=1740614400&v=beta&t=3OQReSLmzYkav_B2mKxX1lVUkmj-o1YgjmCY4mcZdd8,BK CONSULTING,"Nanterre, Île-de-France, France",Hybrid,26/11/2024,
177,https://www.linkedin.com/jobs/view/4057470357/,4057470357,Senior Data Analyst,https://www.linkedin.com/company/ideawise-group/,11831632,https://media.licdn.com/dms/image/v2/D4E0BAQGxbAVMsjdGkw/company-logo_400_400/company-logo_400_400/0/1718273926492/ideawise_group_logo?e=1740614400&v=beta&t=JFyCprPhZIA7EivrKuzsrqlAItKDqoZkhFkdub4dERU,Ideawise Group,European Union,Remote,22/11/2024,
178,https://www.linkedin.com/jobs/view/4084216879/,4084216879,Risk Data analyst - CDI H/F,https://www.linkedin.com/company/gan/,12063,https://media.licdn.com/dms/image/v2/C560BAQG0zBWjFQu9ug/company-logo_400_400/company-logo_400_400/0/1631351411871?e=1740614400&v=beta&t=hL2q87FxcIUvcvIn_n5aC8FuhapbZ1MB9-b7yKRK9E0,Gan Assurances,"Nanterre, Île-de-France, France",Hybrid,25/11/2024,
179,https://www.linkedin.com/jobs/view/4061890345/,4061890345,Data Analyst Team lead,https://www.linkedin.com/company/pluxeegroup/,86862175,https://media.licdn.com/dms/image/v2/D560BAQEqiv7ZbM4F7g/company-logo_400_400/company-logo_400_400/0/1705053925284/pluxeegroup_logo?e=1740614400&v=beta&t=f7YXXl6Kjfqyf45WISSSpeY3SnkhFajWTKvSbG91naE,Pluxee,"Paris, Île-de-France, France",Hybrid,25/11/2024,
180,https://www.linkedin.com/jobs/view/4078851976/,4078851976,Data Analyst H/F,https://www.linkedin.com/company/afpa/,21430,https://media.licdn.com/dms/image/v2/D4E0BAQEM9o30NHySWg/company-logo_400_400/company-logo_400_400/0/1718901706220/afpa_logo?e=1740614400&v=beta&t=Bnh7foOXCgJFni1Y5AL_wj_onghtVKvh6ZfGpNBxwoE,AFPA,"Montreuil, Île-de-France, France",Hybrid,20/11/2024,1 school alum works here
181,https://www.linkedin.com/jobs/view/4016038901/,4016038901,Data analyst (F/H),https://www.linkedin.com/company/sii/,7041,https://media.licdn.com/dms/image/v2/C4E0BAQGQikS9Fd-3Kw/company-logo_400_400/company-logo_400_400/0/1631320379623?e=1740614400&v=beta&t=DxNgvuLc4lzRoNczfdZh9Q83NZHz-M9stsMonTyQiJY,Groupe SII,Greater Lille Metropolitan Area,Hybrid,25/11/2024,3 connections work here
182,https://www.linkedin.com/jobs/view/4068144005/,4068144005,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Strasbourg, Grand Est, France",Remote,04/11/2024,
183,https://www.linkedin.com/jobs/view/4079945259/,4079945259,Product Owner Data / Business Analyst (H/F/NB),https://www.linkedin.com/company/trimane/,1680305,https://media.licdn.com/dms/image/v2/D4E0BAQFsc-ITsttgZA/company-logo_400_400/company-logo_400_400/0/1718885429220/trimane_logo?e=1740614400&v=beta&t=FNnpYBoVmiZzMijjFarPVGJuWjGBSH_Oou2yjosTncE,TRIMANE | Expert BI et Big Data,"Puteaux, Île-de-France, France",Hybrid,19/11/2024,
184,https://www.linkedin.com/jobs/view/4079873370/,4079873370,DATA ANALYST (H/F),,,,EPITECH 21,Greater Lyon Area,Hybrid,18/11/2024,
185,https://www.linkedin.com/jobs/view/4067134363/,4067134363,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Marseille, Provence-Alpes-Côte d'Azur, France",Remote,05/11/2024,
186,https://www.linkedin.com/jobs/view/4068138812/,4068138812,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Lille, Hauts-de-France, France",Remote,04/11/2024,
187,https://www.linkedin.com/jobs/view/4068141509/,4068141509,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Grenoble, Auvergne-Rhône-Alpes, France",Remote,04/11/2024,
188,https://www.linkedin.com/jobs/view/4085606739/,4085606739,Data analyst marketing - Assurances de personnes F/H,https://www.linkedin.com/company/kereis/,76323933,https://media.licdn.com/dms/image/v2/C560BAQEI6gZqrRyUmQ/company-logo_400_400/company-logo_400_400/0/1670948592421/kereis_logo?e=1740614400&v=beta&t=tJM01X9hG-ur8SYp-DNIxiVRQqFU6OmvhE-5F17oQss,Kereis,"Saint-Herblain, Pays de la Loire, France",Hybrid,26/11/2024,
189,https://www.linkedin.com/jobs/view/4083367872/,4083367872,Data Analyst - Finance (F/H),https://www.linkedin.com/company/koesio/,25901533,https://media.licdn.com/dms/image/v2/C4D0BAQH180ACV7jEAg/company-logo_400_400/company-logo_400_400/0/1634301647615/koesio_logo?e=1740614400&v=beta&t=IeZCocyqp6Vehz9K7eEKuEYnkVp7KiWORLVg3R3tdNA,Koesio,"Le Haillan, Nouvelle-Aquitaine, France",Hybrid,26/11/2024,
190,https://www.linkedin.com/jobs/view/4070409677/,4070409677,Healthcare Data Analyst - F/H,https://www.linkedin.com/company/sysnav/,579412,https://media.licdn.com/dms/image/v2/D4E0BAQEurUXm3MQtnw/company-logo_400_400/company-logo_400_400/0/1689752121820/sysnav_logo?e=1740614400&v=beta&t=x5dYHGWhi5RXPu7OgMxjzT9ten3RhVhgyJSpJ_l2bis,SYSNAV,"Paris, Île-de-France, France",Hybrid,06/11/2024,
191,https://www.linkedin.com/jobs/view/4077962761/,4077962761,DATA ANALYST (H/F) - NIORT,https://www.linkedin.com/company/conserto/,5291943,https://media.licdn.com/dms/image/v2/C4E0BAQHH9X3PWxiUfg/company-logo_400_400/company-logo_400_400/0/1630647586372/conserto_logo?e=1740614400&v=beta&t=FUku9qPQq9UiP5CFO2yJ9BO0sS_6yIeWvnA9bInME4g,Conserto,"Niort, Nouvelle-Aquitaine, France",Hybrid,15/11/2024,1 school alum works here
192,https://www.linkedin.com/jobs/view/4075234213/,4075234213,Data Analyst (H/F),https://www.linkedin.com/company/caderas-martin/,3844577,https://media.licdn.com/dms/image/v2/C4E0BAQEeRvkSun_3OQ/company-logo_400_400/company-logo_400_400/0/1631328808166?e=1740614400&v=beta&t=gc-ciFLPSp4-tsYIlwUSAAjz1mUk2UkF1n5DyHZqPO8,CADERAS MARTIN SA,"Paris, Île-de-France, France",Hybrid,15/11/2024,
193,https://www.linkedin.com/jobs/view/4084802510/,4084802510,Web Analyst H/F,https://www.linkedin.com/company/kicklox/,9485372,https://media.licdn.com/dms/image/v2/C4D0BAQH1M6OIj1J2-g/company-logo_400_400/company-logo_400_400/0/1630510810667/makake_logo?e=1740614400&v=beta&t=4HsFPiIxQs_1podvoelcVdTFuQmAxHGzWKJKP6D7NCo,Kicklox - Plateforme de matching entre talents tech & porteurs de projets,"Toulouse, Occitanie, France",Hybrid,25/11/2024,1 school alum works here
194,https://www.linkedin.com/jobs/view/4072927753/,4072927753,Tech Lead Data Analyst H/F,https://www.linkedin.com/company/jems-group/,102875,https://media.licdn.com/dms/image/v2/C560BAQEgsPEnzbGNSw/company-logo_400_400/company-logo_400_400/0/1642668012637/jems_group_logo?e=1740614400&v=beta&t=fahYyKxDJwi55E7fmoR9yaDSvt7cqFSqMyoto1Uav1o,Jems Group,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,12/11/2024,1 school alum works here
195,https://www.linkedin.com/jobs/view/4078722912/,4078722912,BUSINESS DATA ANALYST - CHAMBÉRY - H/F,https://www.linkedin.com/company/compagnie-des-alpes/,35874,https://media.licdn.com/dms/image/v2/C4D0BAQH_xMJFD49Utg/company-logo_400_400/company-logo_400_400/0/1630574792896/compagnie_des_alpes_logo?e=1740614400&v=beta&t=AjwIjZH2Xok0oyEC3LgtnkCE72fIghpbJh74ZUHKIn8,Compagnie des Alpes,Greater Chambery Area,Hybrid,16/11/2024,
196,https://www.linkedin.com/jobs/view/4063306475/,4063306475,Lead Data Intelligence - DSI Groupe,https://www.linkedin.com/company/inetum/,68841835,https://media.licdn.com/dms/image/v2/C4D0BAQFo_2-ZPy_psw/company-logo_400_400/company-logo_400_400/0/1630558676103/inetum_logo?e=1740614400&v=beta&t=aecS1bpvp5aHFkI4h9YTXat46F04EaKtOoi-WGrW5UM,Inetum,"St.-Ouen, Île-de-France, France",Remote,29/10/2024,5 connections work here
197,https://www.linkedin.com/jobs/view/4081876610/,4081876610,BI Lead,https://www.linkedin.com/company/playson/,5020348,https://media.licdn.com/dms/image/v2/C4E0BAQEd54adYTWbxQ/company-logo_400_400/company-logo_400_400/0/1648534663495/playson_logo?e=1740614400&v=beta&t=Dg4Povzdzg6yW91dXDn2xWAFp51-M61oLl1AFdGqcVc,Playson,European Union,Remote,21/11/2024,
198,https://www.linkedin.com/jobs/view/4068139669/,4068139669,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Metz, Grand Est, France",Remote,04/11/2024,
199,https://www.linkedin.com/jobs/view/4085646764/,4085646764,DATA ANALYST F/H,https://www.linkedin.com/company/rca-logiciels/,10595806,https://media.licdn.com/dms/image/v2/D4E0BAQF8nNy5upBTzA/company-logo_400_400/company-logo_400_400/0/1728893393006/rca_logiciels_logo?e=1740614400&v=beta&t=knrKziSTeOvJmVhiIJw5B6B2MA5jiYzQvSdBlqZOrys,RCA,"Saint-Herblain, Pays de la Loire, France",Hybrid,26/11/2024,2 school alumni work here
200,https://www.linkedin.com/jobs/view/4072176025/,4072176025,Consultant Web Analytics et Data Marketing H/F,https://www.linkedin.com/company/about-data/,15234878,https://media.licdn.com/dms/image/v2/C4E0BAQEYHz4mQ0BGfw/company-logo_400_400/company-logo_400_400/0/1631307757636?e=1740614400&v=beta&t=yP3PPFdZe71Rdth4FMYiipLD6oHHa-lzkuuQ3zMbWXk,About Data,"Île-de-France, France",Hybrid,08/11/2024,Response time is typically 2 days
201,https://www.linkedin.com/jobs/view/4079036301/,4079036301,Web Analyst H/F,https://www.linkedin.com/company/kicklox/,9485372,https://media.licdn.com/dms/image/v2/C4D0BAQH1M6OIj1J2-g/company-logo_400_400/company-logo_400_400/0/1630510810667/makake_logo?e=1740614400&v=beta&t=4HsFPiIxQs_1podvoelcVdTFuQmAxHGzWKJKP6D7NCo,Kicklox - Plateforme de matching entre talents tech & porteurs de projets,"Paris, Île-de-France, France",Hybrid,18/11/2024,1 school alum works here
202,https://www.linkedin.com/jobs/view/4084618327/,4084618327,Data Analyst F/H/X,https://www.linkedin.com/company/amaris/,72327,https://media.licdn.com/dms/image/v2/D4D0BAQHsB8-V6fxAMA/company-logo_400_400/company-logo_400_400/0/1729584227309/amaris_logo?e=1740614400&v=beta&t=SehTI7_Tvs8c0Tqpbpulr5Rsh6C3anT14uc6kTShx40,Amaris Consulting,"Marseille-en-Beauvaisis, Hauts-de-France, France",Hybrid,25/11/2024,3 school alumni work here
203,https://www.linkedin.com/jobs/view/4062899784/,4062899784,Threat Intelligence Analyst F/H,https://www.linkedin.com/company/accenture-france/,3790748,https://media.licdn.com/dms/image/v2/D4D0BAQGqXU4_8iTTRQ/company-logo_400_400/company-logo_400_400/0/1723638541893/accenture_france_logo?e=1740614400&v=beta&t=WRMXoUEtUTXniomJ8fyYYZdtndX8DOYvn8bHcoC7EXI,Accenture France,"Paris, Île-de-France, France",Remote,01/11/2024,2 connections work here
204,https://www.linkedin.com/jobs/view/4087017527/,4087017527,Data Analyst - Finance (F/H) (H/F),https://www.linkedin.com/company/koesio-cit/,84700,https://media.licdn.com/dms/image/v2/C4D0BAQEHy2rdUfJmmg/company-logo_400_400/company-logo_400_400/0/1632058279974?e=1740614400&v=beta&t=AscJsGgpnDikLFA0-vEZz4HS4qMBJS7jvXJXmaXfx0E,QUADRIA,"Le Haillan, Nouvelle-Aquitaine, France",Hybrid,25/11/2024,
205,https://www.linkedin.com/jobs/view/4085888513/,4085888513,HR Data Analyst (f/m/d),https://www.linkedin.com/company/hsbc/,1241,https://media.licdn.com/dms/image/v2/D4E0BAQGF7uhTJxFBvQ/img-crop_100/img-crop_100/0/1717419425342?e=1740614400&v=beta&t=QfEzSDfuqCbQFAtm2aqth4KU0sJLhckYWyAIXkiANNI,HSBC,"Courbevoie, Île-de-France, France",Hybrid,26/11/2024,1 school alum works here
206,https://www.linkedin.com/jobs/view/4082214994/,4082214994,Senior Data analyst - Business Performance H/F,https://www.linkedin.com/company/qare-fr/,17963966,https://media.licdn.com/dms/image/v2/D4E0BAQECXTWXzaz1EA/company-logo_400_400/company-logo_400_400/0/1705331962123/qare_fr_logo?e=1740614400&v=beta&t=3iUxWECA5M5U6V8XULac1RNhZtTopuqzm2CHuZMY2Do,Qare.fr,"Paris, Île-de-France, France",Hybrid,24/11/2024,
207,https://www.linkedin.com/jobs/view/3943877415/,3943877415,Stage - Data Analyst (H/F),https://www.linkedin.com/company/allianz-france/,3551273,https://media.licdn.com/dms/image/v2/D4E0BAQHdlyOViSoRtg/company-logo_400_400/company-logo_400_400/0/1720624651005/allianz_france_logo?e=1740614400&v=beta&t=6G2QldN48gTVaqA0QaGLdk9O0y-qkAhI8iP6JJT4Ato,Allianz France,"Paris, Île-de-France, France",Hybrid,26/11/2024,1 school alum works here
208,https://www.linkedin.com/jobs/view/4070828349/,4070828349,Data Analyst (F/H),https://www.linkedin.com/company/corum-l-epargne/,5363298,https://media.licdn.com/dms/image/v2/D4E0BAQHvOGwKBmuetA/company-logo_400_400/company-logo_400_400/0/1730885382589/corum_l_epargne_logo?e=1740614400&v=beta&t=xHfcCZjgqOs9PLKgufZ_ZTCF0UTWdZu2pwIZBOWQLXg,CORUM L'Epargne,"Paris, Île-de-France, France",Hybrid,27/11/2024,1 school alum works here
209,https://www.linkedin.com/jobs/view/4086456934/,4086456934,Data Analyst - R&D ou Wra - Pharma CDI ou Free H/F,https://www.linkedin.com/company/isalys-augmented-management/,13006124,https://media.licdn.com/dms/image/v2/C4E0BAQGb5_XmTqyWAg/company-logo_400_400/company-logo_400_400/0/1639652198743/isalys_augmented_management_logo?e=1740614400&v=beta&t=Vb1UhtciaF4lqQLOZ3X9yjqQTBBLsHjdZDs3s5msrks,ISALYS AUGMENTED MANAGEMENT,"Orsay, Île-de-France, France",Hybrid,28/11/2024,
210,https://www.linkedin.com/jobs/view/4008429026/,4008429026,"Analyst, Retail Client Insights (H/F)",https://www.linkedin.com/company/wearecircana/,93158430,https://media.licdn.com/dms/image/v2/C560BAQEag5DlHT9z3A/company-logo_400_400/company-logo_400_400/0/1678197052658/wearecircana_logo?e=1740614400&v=beta&t=rV-WTjvb9CoBoupjlAVPWF9sSswRGsEgMXdg8Cu9k20,Circana,France,Remote,28/11/2024,
211,https://www.linkedin.com/jobs/view/4073292368/,4073292368,Data Analyst - Data Intégration F/H - bee2link (H/F),,,,bee2link,"Challes-les-Eaux, Auvergne-Rhône-Alpes, France",Hybrid,09/11/2024,
212,https://www.linkedin.com/jobs/view/4081143228/,4081143228,Business - Data Analyst - Domaine Bancaire - Toulouse H/F,https://www.linkedin.com/company/celad/,276222,https://media.licdn.com/dms/image/v2/C4E0BAQHTIwWGiiA_RQ/company-logo_400_400/company-logo_400_400/0/1652187435788/celad_logo?e=1740614400&v=beta&t=_x4FYqp6Yr4jLkqdHPielPAjPIR_E_5T2Sf7swDbJ8I,CELAD,"Toulouse, Occitanie, France",Hybrid,22/11/2024,
213,https://www.linkedin.com/jobs/view/4079944411/,4079944411,Consultant BI / Data Analyst Power BI confirmé (H/F),https://www.linkedin.com/company/trimane/,1680305,https://media.licdn.com/dms/image/v2/D4E0BAQFsc-ITsttgZA/company-logo_400_400/company-logo_400_400/0/1718885429220/trimane_logo?e=1740614400&v=beta&t=FNnpYBoVmiZzMijjFarPVGJuWjGBSH_Oou2yjosTncE,TRIMANE | Expert BI et Big Data,"Toulouse, Occitanie, France",Hybrid,19/11/2024,
214,https://www.linkedin.com/jobs/view/4084211607/,4084211607,Business Data Analyst (H/F),https://www.linkedin.com/company/tata-consultancy-services/,1353,https://media.licdn.com/dms/image/v2/D4D0BAQGsGR9p4ikS5w/company-logo_400_400/company-logo_400_400/0/1708946550425/tata_consultancy_services_logo?e=1740614400&v=beta&t=UubeCSrZ2SwFvr9P2aQsezOwdLGYqjQEvjFD-n_kxFY,Tata Consultancy Services,Greater Paris Metropolitan Region,Hybrid,28/11/2024,2 school alumni work here
215,https://www.linkedin.com/jobs/view/4084418076/,4084418076,Stage - Data Analyst (F/H) - Saint-Herblain (44),https://www.linkedin.com/company/banque-populaire-grand-ouest/,305354,https://media.licdn.com/dms/image/v2/D4E0BAQHRJMYpfzbBhw/company-logo_400_400/company-logo_400_400/0/1698669977862/banque_populaire_grand_ouest_logo?e=1740614400&v=beta&t=CF70B7NklTPTXJRaLg7914CBPHl2SiLo2mP9t_USAEk,Banque Populaire Grand Ouest,"Saint-Herblain, Pays de la Loire, France",Hybrid,26/11/2024,2 school alumni work here
216,https://www.linkedin.com/jobs/view/4079945239/,4079945239,Consultant(e) BI confirmé(e) H/F,https://www.linkedin.com/company/trimane/,1680305,https://media.licdn.com/dms/image/v2/D4E0BAQFsc-ITsttgZA/company-logo_400_400/company-logo_400_400/0/1718885429220/trimane_logo?e=1740614400&v=beta&t=FNnpYBoVmiZzMijjFarPVGJuWjGBSH_Oou2yjosTncE,TRIMANE | Expert BI et Big Data,"Toulouse, Occitanie, France",Hybrid,19/11/2024,
217,https://www.linkedin.com/jobs/view/4087296198/,4087296198,Data Scientist - Intern (end of studies),https://www.linkedin.com/company/descartesunderwriting/,34223863,https://media.licdn.com/dms/image/v2/D560BAQGIpBZnG1aNng/company-logo_400_400/company-logo_400_400/0/1718810068394/descartesunderwriting_logo?e=1740614400&v=beta&t=fh3pdOGyCtfxkj__9oc9V8rkrEiuszR-yV2e23hIYIg,Descartes Underwriting,"Paris, Île-de-France, France",Hybrid,27/11/2024,Response time is typically 1 week
218,https://www.linkedin.com/jobs/view/4085588709/,4085588709,Contrôleur de Gestion - Data Analyst H/F,https://www.linkedin.com/company/cogelec-intratone/,2993051,https://media.licdn.com/dms/image/v2/D4E0BAQHZWzrrxK1fwQ/company-logo_400_400/company-logo_400_400/0/1666359796822/cogelec_intratone_logo?e=1740614400&v=beta&t=pJ7k8PZbSm1QrPsXlSWwSNsx0_fantw_YKWUrJfEa-E,COGELEC,"Mortagne-sur-Sèvre, Pays de la Loire, France",Hybrid,26/11/2024,
219,https://www.linkedin.com/jobs/view/4062073604/,4062073604,Contrôleur de gestion RH / Data analyst H/F,https://www.linkedin.com/company/la-gazette-des-communes/,33227580,https://media.licdn.com/dms/image/v2/C4E0BAQE40tbDM2906g/company-logo_400_400/company-logo_400_400/0/1630606010496/la_gazette_des_communes_logo?e=1740614400&v=beta&t=YXF42J0ZJoIMYuz8XmG6BA_OIyZkJ8NXGGurEXnUgMA,La Gazette des communes,"Boulogne-Billancourt, Île-de-France, France",Hybrid,30/10/2024,
220,https://www.linkedin.com/jobs/view/4068374239/,4068374239,Consultant Data & IA (PHD) Junior - Paris H/F,https://www.linkedin.com/company/inventiv-it/,1703343,https://media.licdn.com/dms/image/v2/C4D0BAQH_TUXKMQjJ_w/company-logo_400_400/company-logo_400_400/0/1630574454882/inventiv_it_logo?e=1740614400&v=beta&t=glQv4niWNYP3EGMPl3MWpqi2dwTV6h0MIaaZOyV_aW8,Inventiv IT,"Levallois-Perret, Île-de-France, France",Hybrid,08/11/2024,
221,https://www.linkedin.com/jobs/view/4087029851/,4087029851,Data analyst marketing - Assurances de personnes F/H - Kereis (H/F),https://www.linkedin.com/company/kereis/,76323933,https://media.licdn.com/dms/image/v2/C560BAQEI6gZqrRyUmQ/company-logo_400_400/company-logo_400_400/0/1670948592421/kereis_logo?e=1740614400&v=beta&t=tJM01X9hG-ur8SYp-DNIxiVRQqFU6OmvhE-5F17oQss,Kereis,"Saint-Herblain, Pays de la Loire, France",Hybrid,28/11/2024,
222,https://www.linkedin.com/jobs/view/4073792720/,4073792720,Stage HR Data Analyst (H/F),https://www.linkedin.com/company/bonduelle/,15409,https://media.licdn.com/dms/image/v2/D4E0BAQGsprnVmvPxzg/company-logo_400_400/company-logo_400_400/0/1694436320180/bonduelle_logo?e=1740614400&v=beta&t=lGDEfrehyiR0_y9jQy1-lfUGyEFTsmeQhrsXlTWclCc,Bonduelle,"Villeneuve-d’Ascq, Hauts-de-France, France",Hybrid,13/11/2024,
223,https://www.linkedin.com/jobs/view/4076613576/,4076613576,Senior Statistician,https://www.linkedin.com/company/danone/,2238,https://media.licdn.com/dms/image/v2/D4E0BAQHsN7SvwFC79A/company-logo_400_400/company-logo_400_400/0/1695830358102/danone_logo?e=1740614400&v=beta&t=rGI92JLTtZlFNbgkTMG_1GNXLp3oEc_UoyJj_YIhXhY,Danone,"Gif-sur-Yvette, Île-de-France, France",Hybrid,25/11/2024,
224,https://www.linkedin.com/jobs/view/4069378112/,4069378112,Data Analyst H/F,https://www.linkedin.com/company/utwin-assurances/,10471847,https://media.licdn.com/dms/image/v2/D4E0BAQFuGA7Y4MrTqg/company-logo_400_400/company-logo_400_400/0/1664539990599/utwin_assurances_logo?e=1740614400&v=beta&t=ph8eVlf2r6BRANdGx17ofF35zRJCT6XofbmbpRfYnj0,UTWIN Assurances,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,07/11/2024,
225,https://www.linkedin.com/jobs/view/4086792242/,4086792242,Data Analyst Cybersécurité - CDI F/H,https://www.linkedin.com/company/i-tracing/,1263564,https://media.licdn.com/dms/image/v2/C560BAQHSTIh1MlHB9Q/company-logo_400_400/company-logo_400_400/0/1678695403419/i_tracing_logo?e=1740614400&v=beta&t=yEsw59SEElHXvYLrUqZR5Rwt4HnFgt4mM0-iFWvmBw8,I-TRACING,"Courbevoie, Île-de-France, France",Hybrid,28/11/2024,Response time is typically 1 week
226,https://www.linkedin.com/jobs/view/4079843361/,4079843361,Senior Internal Audit Data Analytics,https://www.linkedin.com/company/sanofi/,1642,https://media.licdn.com/dms/image/v2/D4E0BAQG2k72bd4oaIg/company-logo_400_400/company-logo_400_400/0/1721896905900/sanofi_logo?e=1740614400&v=beta&t=eM3eNLtDJUAT5lc2WmIZEQQtPDVVcM6pzJmyWNjyGSk,Sanofi,"Gentilly, Île-de-France, France",Hybrid,28/11/2024,
227,https://www.linkedin.com/jobs/view/4075639790/,4075639790,Techlead BI - F/H,https://www.linkedin.com/company/bpce-services-financiers/,26882746,https://media.licdn.com/dms/image/v2/C4E0BAQEGzXcFof_xpg/company-logo_400_400/company-logo_400_400/0/1650471941924/bpce_services_financiers_logo?e=1740614400&v=beta&t=spXfVwpke-k3z9TP6ifW1pPuHAHK8C5nlH3Ngd5_qKo,BPCE SERVICES FINANCIERS,"Paris, Île-de-France, France",Hybrid,15/11/2024,
